drug	target
CHEMBL3678076	ENSG00000185313
CHEMBL3545179	ENSG00000140538
CHEMBL4298023	ENSG00000112115
CHEMBL4216467	ENSG00000157404
CHEMBL3813842	ENSG00000145675
CHEMBL3813842	ENSG00000051382
CHEMBL3813842	ENSG00000105851
CHEMBL3813842	ENSG00000121879
CHEMBL3813842	ENSG00000105647
CHEMBL3813842	ENSG00000171608
CHEMBL3813842	ENSG00000141506
CHEMBL3813842	ENSG00000117461
CHEMBL695	ENSG00000196557
CHEMBL695	ENSG00000006283
CHEMBL695	ENSG00000100346
CHEMBL3989970	ENSG00000146648
CHEMBL253371	ENSG00000178394
CHEMBL1742993	ENSG00000167941
CHEMBL24072	ENSG00000183873
CHEMBL2109500	ENSG00000243772
CHEMBL3545159	ENSG00000165025
CHEMBL3301593	ENSG00000198822
CHEMBL1237119	ENSG00000160013
CHEMBL4594419	ENSG00000121807
CHEMBL2105635	ENSG00000064989
CHEMBL931	ENSG00000100433
CHEMBL2105671	ENSG00000177628
CHEMBL206468	ENSG00000177628
CHEMBL3301588	ENSG00000134250
CHEMBL3545177	ENSG00000097007
CHEMBL139835	ENSG00000169083
CHEMBL592374	ENSG00000108576
CHEMBL592374	ENSG00000142319
CHEMBL592374	ENSG00000103546
CHEMBL19449	ENSG00000112541
CHEMBL956	ENSG00000073756
CHEMBL956	ENSG00000095303
CHEMBL1767408	ENSG00000175591
CHEMBL221326	ENSG00000175591
CHEMBL1200916	ENSG00000147246
CHEMBL479	ENSG00000147246
CHEMBL1230607	ENSG00000170312
CHEMBL1230607	ENSG00000135446
CHEMBL1230607	ENSG00000123374
CHEMBL1230607	ENSG00000164885
CHEMBL1230607	ENSG00000105810
CHEMBL1230607	ENSG00000134058
CHEMBL1230607	ENSG00000250506
CHEMBL1230607	ENSG00000102225
CHEMBL1230607	ENSG00000117266
CHEMBL1230607	ENSG00000132964
CHEMBL1230607	ENSG00000059758
CHEMBL1230607	ENSG00000248333
CHEMBL1230607	ENSG00000138395
CHEMBL1230607	ENSG00000155111
CHEMBL1230607	ENSG00000058091
CHEMBL1230607	ENSG00000136807
CHEMBL1230607	ENSG00000185324
CHEMBL1230607	ENSG00000065883
CHEMBL1230607	ENSG00000156345
CHEMBL1230607	ENSG00000167258
CHEMBL2103840	ENSG00000170312
CHEMBL3899477	ENSG00000169398
CHEMBL1224	ENSG00000196639
CHEMBL2108887	ENSG00000232810
CHEMBL123292	ENSG00000168028
CHEMBL123292	ENSG00000177954
CHEMBL123292	ENSG00000137154
CHEMBL123292	ENSG00000140988
CHEMBL123292	ENSG00000149273
CHEMBL123292	ENSG00000145425
CHEMBL123292	ENSG00000198034
CHEMBL123292	ENSG00000129824
CHEMBL123292	ENSG00000083845
CHEMBL123292	ENSG00000171863
CHEMBL123292	ENSG00000142937
CHEMBL123292	ENSG00000170889
CHEMBL123292	ENSG00000124614
CHEMBL123292	ENSG00000142534
CHEMBL123292	ENSG00000112306
CHEMBL123292	ENSG00000110700
CHEMBL123292	ENSG00000164587
CHEMBL123292	ENSG00000115268
CHEMBL123292	ENSG00000134419
CHEMBL123292	ENSG00000105193
CHEMBL123292	ENSG00000182774
CHEMBL123292	ENSG00000231500
CHEMBL123292	ENSG00000105372
CHEMBL123292	ENSG00000008988
CHEMBL123292	ENSG00000171858
CHEMBL123292	ENSG00000186468
CHEMBL123292	ENSG00000138326
CHEMBL123292	ENSG00000118181
CHEMBL123292	ENSG00000197728
CHEMBL123292	ENSG00000143947
CHEMBL123292	ENSG00000233927
CHEMBL123292	ENSG00000213741
CHEMBL123292	ENSG00000149806
CHEMBL123292	ENSG00000100316
CHEMBL123292	ENSG00000174444
CHEMBL123292	ENSG00000122406
CHEMBL123292	ENSG00000089009
CHEMBL123292	ENSG00000147604
CHEMBL123292	ENSG00000148303
CHEMBL123292	ENSG00000161016
CHEMBL123292	ENSG00000163682
CHEMBL123292	ENSG00000147403
CHEMBL123292	ENSG00000198755
CHEMBL123292	ENSG00000142676
CHEMBL123292	ENSG00000197958
CHEMBL123292	ENSG00000167526
CHEMBL123292	ENSG00000142541
CHEMBL123292	ENSG00000188846
CHEMBL123292	ENSG00000174748
CHEMBL123292	ENSG00000265681
CHEMBL123292	ENSG00000063177
CHEMBL123292	ENSG00000105640
CHEMBL123292	ENSG00000108298
CHEMBL123292	ENSG00000122026
CHEMBL123292	ENSG00000116251
CHEMBL123292	ENSG00000125691
CHEMBL123292	ENSG00000198242
CHEMBL123292	ENSG00000114391
CHEMBL123292	ENSG00000161970
CHEMBL123292	ENSG00000131469
CHEMBL123292	ENSG00000166441
CHEMBL123292	ENSG00000108107
CHEMBL123292	ENSG00000162244
CHEMBL123292	ENSG00000156482
CHEMBL123292	ENSG00000071082
CHEMBL123292	ENSG00000144713
CHEMBL123292	ENSG00000109475
CHEMBL123292	ENSG00000136942
CHEMBL123292	ENSG00000182899
CHEMBL123292	ENSG00000130255
CHEMBL123292	ENSG00000241343
CHEMBL123292	ENSG00000145592
CHEMBL123292	ENSG00000197756
CHEMBL123292	ENSG00000172809
CHEMBL123292	ENSG00000198918
CHEMBL123292	ENSG00000229117
CHEMBL123292	ENSG00000089157
CHEMBL123292	ENSG00000137818
CHEMBL482968	ENSG00000157404
CHEMBL2109452	ENSG00000211891
CHEMBL1201012	ENSG00000113580
CHEMBL3545010	ENSG00000149295
CHEMBL1200418	ENSG00000169252
CHEMBL926	ENSG00000169252
CHEMBL3545225	ENSG00000162434
CHEMBL2109150	ENSG00000105383
CHEMBL1672627	ENSG00000170425
CHEMBL306823	ENSG00000005882
CHEMBL306823	ENSG00000067992
CHEMBL306823	ENSG00000004799
CHEMBL306823	ENSG00000152256
CHEMBL3545088	ENSG00000145675
CHEMBL3545088	ENSG00000051382
CHEMBL3545088	ENSG00000105851
CHEMBL3545088	ENSG00000121879
CHEMBL3545088	ENSG00000105647
CHEMBL3545088	ENSG00000171608
CHEMBL3545088	ENSG00000141506
CHEMBL3545088	ENSG00000117461
CHEMBL2105527	ENSG00000022355
CHEMBL2105527	ENSG00000145864
CHEMBL2105527	ENSG00000113327
CHEMBL2105527	ENSG00000166206
CHEMBL2105527	ENSG00000109158
CHEMBL2105527	ENSG00000182256
CHEMBL2105527	ENSG00000268089
CHEMBL2105527	ENSG00000011677
CHEMBL2105527	ENSG00000094755
CHEMBL2105527	ENSG00000187730
CHEMBL2105527	ENSG00000163285
CHEMBL2105527	ENSG00000163288
CHEMBL2105527	ENSG00000102287
CHEMBL2105527	ENSG00000151834
CHEMBL2105527	ENSG00000186297
CHEMBL2105527	ENSG00000145863
CHEMBL4297852	ENSG00000198400
CHEMBL4297852	ENSG00000148053
CHEMBL4297852	ENSG00000140538
CHEMBL3545121	ENSG00000146648
CHEMBL1200769	ENSG00000196639
CHEMBL1241	ENSG00000196639
CHEMBL3833342	ENSG00000205571
CHEMBL3301624	ENSG00000166603
CHEMBL490029	ENSG00000132170
CHEMBL1672054	ENSG00000115353
CHEMBL4298095	ENSG00000118432
CHEMBL1200383	ENSG00000168539
CHEMBL1201203	ENSG00000168539
CHEMBL1951071	ENSG00000169252
CHEMBL1363	ENSG00000169252
CHEMBL1251	ENSG00000109163
CHEMBL3545206	ENSG00000089041
CHEMBL1113	ENSG00000108576
CHEMBL1950554	ENSG00000128271
CHEMBL3989478	ENSG00000149295
CHEMBL1378	ENSG00000149295
CHEMBL3544908	ENSG00000196639
CHEMBL946	ENSG00000196639
CHEMBL3	ENSG00000160716
CHEMBL3	ENSG00000101204
CHEMBL232202	ENSG00000077498
CHEMBL2364659	ENSG00000174807
CHEMBL319144	ENSG00000160752
CHEMBL4298209	ENSG00000048462
CHEMBL511142	ENSG00000082556
CHEMBL3137326	ENSG00000165646
CHEMBL117785	ENSG00000165646
CHEMBL928	ENSG00000198838
CHEMBL1201288	ENSG00000198838
CHEMBL4079239	ENSG00000089041
CHEMBL1200556	ENSG00000126895
CHEMBL1200556	ENSG00000166148
CHEMBL1200556	ENSG00000198049
CHEMBL1429	ENSG00000126895
CHEMBL1429	ENSG00000166148
CHEMBL1429	ENSG00000198049
CHEMBL4582651	ENSG00000165731
CHEMBL1441059	ENSG00000169252
CHEMBL714	ENSG00000169252
CHEMBL4650437	ENSG00000113302
CHEMBL4650437	ENSG00000168811
CHEMBL2108747	ENSG00000102245
CHEMBL1200395	ENSG00000196639
CHEMBL900	ENSG00000196639
CHEMBL260538	ENSG00000082175
CHEMBL2108583	ENSG00000123496
CHEMBL748	ENSG00000087085
CHEMBL1420	ENSG00000087085
CHEMBL198877	ENSG00000140009
CHEMBL738	ENSG00000022355
CHEMBL738	ENSG00000145864
CHEMBL738	ENSG00000113327
CHEMBL738	ENSG00000166206
CHEMBL738	ENSG00000109158
CHEMBL738	ENSG00000182256
CHEMBL738	ENSG00000268089
CHEMBL738	ENSG00000011677
CHEMBL738	ENSG00000094755
CHEMBL738	ENSG00000187730
CHEMBL738	ENSG00000163285
CHEMBL738	ENSG00000163288
CHEMBL738	ENSG00000102287
CHEMBL738	ENSG00000151834
CHEMBL738	ENSG00000186297
CHEMBL738	ENSG00000145863
CHEMBL441	ENSG00000022355
CHEMBL441	ENSG00000145864
CHEMBL441	ENSG00000113327
CHEMBL441	ENSG00000166206
CHEMBL441	ENSG00000109158
CHEMBL441	ENSG00000182256
CHEMBL441	ENSG00000268089
CHEMBL441	ENSG00000011677
CHEMBL441	ENSG00000094755
CHEMBL441	ENSG00000187730
CHEMBL441	ENSG00000163285
CHEMBL441	ENSG00000163288
CHEMBL441	ENSG00000102287
CHEMBL441	ENSG00000151834
CHEMBL441	ENSG00000186297
CHEMBL441	ENSG00000145863
CHEMBL2109391	ENSG00000146648
CHEMBL1184	ENSG00000133019
CHEMBL667	ENSG00000133019
CHEMBL61872	ENSG00000120251
CHEMBL19299	ENSG00000073756
CHEMBL19299	ENSG00000095303
CHEMBL599	ENSG00000073756
CHEMBL878	ENSG00000070915
CHEMBL1200437	ENSG00000144285
CHEMBL1200437	ENSG00000183873
CHEMBL1200437	ENSG00000007314
CHEMBL1200437	ENSG00000136546
CHEMBL1200437	ENSG00000136531
CHEMBL1200437	ENSG00000169432
CHEMBL1200437	ENSG00000153253
CHEMBL1200437	ENSG00000168356
CHEMBL1200437	ENSG00000196876
CHEMBL1200437	ENSG00000185313
CHEMBL1567	ENSG00000113721
CHEMBL1567	ENSG00000134853
CHEMBL535	ENSG00000113721
CHEMBL535	ENSG00000134853
CHEMBL3545222	ENSG00000133019
CHEMBL1201037	ENSG00000115758
CHEMBL830	ENSG00000115758
CHEMBL3545049	ENSG00000142208
CHEMBL1201616	ENSG00000080293
CHEMBL4298134	ENSG00000072694
CHEMBL467084	ENSG00000176884
CHEMBL467084	ENSG00000183454
CHEMBL467084	ENSG00000273079
CHEMBL467084	ENSG00000105464
CHEMBL467084	ENSG00000116032
CHEMBL467084	ENSG00000161509
CHEMBL467084	ENSG00000198785
CHEMBL4297968	ENSG00000186827
CHEMBL1257015	ENSG00000059377
CHEMBL1699	ENSG00000176884
CHEMBL1699	ENSG00000183454
CHEMBL1699	ENSG00000273079
CHEMBL1699	ENSG00000105464
CHEMBL1699	ENSG00000116032
CHEMBL1699	ENSG00000161509
CHEMBL1699	ENSG00000198785
CHEMBL807	ENSG00000176884
CHEMBL807	ENSG00000183454
CHEMBL807	ENSG00000273079
CHEMBL807	ENSG00000105464
CHEMBL807	ENSG00000116032
CHEMBL807	ENSG00000161509
CHEMBL807	ENSG00000198785
CHEMBL2107354	ENSG00000167207
CHEMBL2111100	ENSG00000167207
CHEMBL428690	ENSG00000170312
CHEMBL3544956	ENSG00000141736
CHEMBL1201733	ENSG00000102755
CHEMBL1201733	ENSG00000037280
CHEMBL1201733	ENSG00000128052
CHEMBL477772	ENSG00000102755
CHEMBL477772	ENSG00000037280
CHEMBL477772	ENSG00000128052
CHEMBL3545292	ENSG00000001626
CHEMBL2146110	ENSG00000069696
CHEMBL220808	ENSG00000069696
CHEMBL1200323	ENSG00000120907
CHEMBL1200323	ENSG00000150594
CHEMBL1200323	ENSG00000043591
CHEMBL1200323	ENSG00000169252
CHEMBL1200323	ENSG00000184160
CHEMBL1200323	ENSG00000171873
CHEMBL1200323	ENSG00000170214
CHEMBL1200323	ENSG00000274286
CHEMBL1200323	ENSG00000188778
CHEMBL429	ENSG00000120907
CHEMBL429	ENSG00000150594
CHEMBL429	ENSG00000043591
CHEMBL429	ENSG00000169252
CHEMBL429	ENSG00000184160
CHEMBL429	ENSG00000171873
CHEMBL429	ENSG00000170214
CHEMBL429	ENSG00000274286
CHEMBL429	ENSG00000188778
CHEMBL4535757	ENSG00000133703
CHEMBL1207366	ENSG00000176884
CHEMBL1207366	ENSG00000183454
CHEMBL1207366	ENSG00000273079
CHEMBL1207366	ENSG00000105464
CHEMBL1207366	ENSG00000116032
CHEMBL1207366	ENSG00000161509
CHEMBL1207366	ENSG00000198785
CHEMBL2111084	ENSG00000198900
CHEMBL19	ENSG00000104267
CHEMBL2109090	ENSG00000090339
CHEMBL489	ENSG00000196482
CHEMBL573352	ENSG00000148606
CHEMBL1928262	ENSG00000138735
CHEMBL515914	ENSG00000114491
CHEMBL2108568	ENSG00000091879
CHEMBL1201619	ENSG00000122194
CHEMBL564829	ENSG00000170312
CHEMBL52885	ENSG00000113721
CHEMBL52885	ENSG00000134853
CHEMBL193240	ENSG00000065989
CHEMBL193240	ENSG00000113448
CHEMBL193240	ENSG00000184588
CHEMBL193240	ENSG00000105650
CHEMBL4297458	ENSG00000204256
CHEMBL4297458	ENSG00000141867
CHEMBL4297458	ENSG00000137948
CHEMBL4297458	ENSG00000169925
CHEMBL1200592	ENSG00000151623
CHEMBL3989510	ENSG00000147955
CHEMBL100116	ENSG00000147955
CHEMBL1951575	ENSG00000183134
CHEMBL1200803	ENSG00000133019
CHEMBL1734	ENSG00000133019
CHEMBL2108429	ENSG00000113525
CHEMBL2368924	ENSG00000166736
CHEMBL2368925	ENSG00000166736
CHEMBL2108375	ENSG00000122194
CHEMBL1256842	ENSG00000108576
CHEMBL1256842	ENSG00000142319
CHEMBL1256842	ENSG00000103546
CHEMBL273575	ENSG00000108576
CHEMBL273575	ENSG00000142319
CHEMBL273575	ENSG00000103546
CHEMBL3039520	ENSG00000179097
CHEMBL3545184	ENSG00000036828
CHEMBL3707353	ENSG00000169432
CHEMBL495727	ENSG00000087586
CHEMBL4577523	ENSG00000162434
CHEMBL2107857	ENSG00000116678
CHEMBL17	ENSG00000074410
CHEMBL482968	ENSG00000128052
CHEMBL1201831	ENSG00000232810
CHEMBL166863	ENSG00000073756
CHEMBL1770248	ENSG00000140675
CHEMBL932	ENSG00000138735
CHEMBL932	ENSG00000065989
CHEMBL932	ENSG00000172572
CHEMBL932	ENSG00000139053
CHEMBL932	ENSG00000185527
CHEMBL932	ENSG00000186642
CHEMBL932	ENSG00000205268
CHEMBL932	ENSG00000115252
CHEMBL932	ENSG00000160191
CHEMBL932	ENSG00000133256
CHEMBL932	ENSG00000113448
CHEMBL932	ENSG00000184588
CHEMBL932	ENSG00000156973
CHEMBL932	ENSG00000132915
CHEMBL932	ENSG00000152270
CHEMBL932	ENSG00000095464
CHEMBL932	ENSG00000113231
CHEMBL932	ENSG00000112541
CHEMBL932	ENSG00000123360
CHEMBL932	ENSG00000105650
CHEMBL932	ENSG00000154678
CHEMBL932	ENSG00000073417
CHEMBL932	ENSG00000171408
CHEMBL3833319	ENSG00000133019
CHEMBL1690	ENSG00000239732
CHEMBL1535	ENSG00000239732
CHEMBL4594554	ENSG00000169174
CHEMBL1345	ENSG00000103546
CHEMBL765	ENSG00000103546
CHEMBL3219616	ENSG00000112038
CHEMBL2107771	ENSG00000148408
CHEMBL2105708	ENSG00000097007
CHEMBL2105708	ENSG00000186716
CHEMBL1171837	ENSG00000097007
CHEMBL1171837	ENSG00000186716
CHEMBL2107308	ENSG00000087085
CHEMBL2107723	ENSG00000087085
CHEMBL3989921	ENSG00000178568
CHEMBL180022	ENSG00000178568
CHEMBL3655081	ENSG00000162434
CHEMBL1272307	ENSG00000137252
CHEMBL1707	ENSG00000112038
CHEMBL841	ENSG00000112038
CHEMBL2109385	ENSG00000128917
CHEMBL1774080	ENSG00000149295
CHEMBL1200636	ENSG00000102468
CHEMBL669	ENSG00000102468
CHEMBL1549	ENSG00000113580
CHEMBL41355	ENSG00000053918
CHEMBL41355	ENSG00000075043
CHEMBL41355	ENSG00000184156
CHEMBL41355	ENSG00000185760
CHEMBL41355	ENSG00000117013
CHEMBL3545295	ENSG00000112033
CHEMBL2103881	ENSG00000160716
CHEMBL2103881	ENSG00000101204
CHEMBL2108593	ENSG00000187266
CHEMBL2386081	ENSG00000183134
CHEMBL225411	ENSG00000188822
CHEMBL281398	ENSG00000006638
CHEMBL2103868	ENSG00000105976
CHEMBL2105717	ENSG00000105976
CHEMBL2108475	ENSG00000010610
CHEMBL440115	ENSG00000163485
CHEMBL2108702	ENSG00000164362
CHEMBL2153191	ENSG00000117594
CHEMBL1911882	ENSG00000007171
CHEMBL41194	ENSG00000197901
CHEMBL3545323	ENSG00000198793
CHEMBL3545419	ENSG00000105976
CHEMBL1201540	ENSG00000171105
CHEMBL1240	ENSG00000168539
CHEMBL1180725	ENSG00000168539
CHEMBL274654	ENSG00000113721
CHEMBL274654	ENSG00000134853
CHEMBL2109295	ENSG00000139567
CHEMBL254219	ENSG00000163399
CHEMBL254219	ENSG00000129244
CHEMBL254219	ENSG00000143153
CHEMBL254219	ENSG00000018625
CHEMBL254219	ENSG00000069849
CHEMBL254219	ENSG00000105409
CHEMBL254219	ENSG00000132681
CHEMBL254219	ENSG00000137731
CHEMBL3545248	ENSG00000145675
CHEMBL3545248	ENSG00000051382
CHEMBL3545248	ENSG00000105851
CHEMBL3545248	ENSG00000121879
CHEMBL3545248	ENSG00000105647
CHEMBL3545248	ENSG00000171608
CHEMBL3545248	ENSG00000141506
CHEMBL3545248	ENSG00000117461
CHEMBL4594470	ENSG00000091879
CHEMBL290352	ENSG00000130758
CHEMBL39541	ENSG00000188229
CHEMBL39541	ENSG00000101162
CHEMBL39541	ENSG00000198033
CHEMBL39541	ENSG00000127824
CHEMBL39541	ENSG00000258947
CHEMBL39541	ENSG00000167552
CHEMBL39541	ENSG00000104833
CHEMBL39541	ENSG00000261456
CHEMBL39541	ENSG00000196230
CHEMBL39541	ENSG00000123416
CHEMBL39541	ENSG00000167553
CHEMBL39541	ENSG00000152086
CHEMBL39541	ENSG00000137267
CHEMBL39541	ENSG00000137285
CHEMBL39541	ENSG00000176014
CHEMBL690	ENSG00000113161
CHEMBL1144	ENSG00000113161
CHEMBL2109330	ENSG00000170458
CHEMBL24828	ENSG00000142627
CHEMBL24828	ENSG00000133216
CHEMBL24828	ENSG00000145242
CHEMBL24828	ENSG00000116106
CHEMBL24828	ENSG00000070886
CHEMBL24828	ENSG00000080224
CHEMBL24828	ENSG00000135333
CHEMBL24828	ENSG00000182580
CHEMBL24828	ENSG00000044524
CHEMBL24828	ENSG00000154928
CHEMBL24828	ENSG00000196411
CHEMBL24828	ENSG00000146904
CHEMBL24828	ENSG00000106123
CHEMBL24828	ENSG00000183317
CHEMBL2096631	ENSG00000022355
CHEMBL2096631	ENSG00000145864
CHEMBL2096631	ENSG00000113327
CHEMBL2096631	ENSG00000166206
CHEMBL2096631	ENSG00000109158
CHEMBL2096631	ENSG00000182256
CHEMBL2096631	ENSG00000268089
CHEMBL2096631	ENSG00000011677
CHEMBL2096631	ENSG00000094755
CHEMBL2096631	ENSG00000187730
CHEMBL2096631	ENSG00000163285
CHEMBL2096631	ENSG00000163288
CHEMBL2096631	ENSG00000102287
CHEMBL2096631	ENSG00000151834
CHEMBL2096631	ENSG00000186297
CHEMBL2096631	ENSG00000145863
CHEMBL1213252	ENSG00000022355
CHEMBL1213252	ENSG00000145864
CHEMBL1213252	ENSG00000113327
CHEMBL1213252	ENSG00000166206
CHEMBL1213252	ENSG00000109158
CHEMBL1213252	ENSG00000182256
CHEMBL1213252	ENSG00000268089
CHEMBL1213252	ENSG00000011677
CHEMBL1213252	ENSG00000094755
CHEMBL1213252	ENSG00000187730
CHEMBL1213252	ENSG00000163285
CHEMBL1213252	ENSG00000163288
CHEMBL1213252	ENSG00000102287
CHEMBL1213252	ENSG00000151834
CHEMBL1213252	ENSG00000186297
CHEMBL1213252	ENSG00000145863
CHEMBL3990000	ENSG00000102524
CHEMBL4650294	ENSG00000240972
CHEMBL2109177	ENSG00000005844
CHEMBL101253	ENSG00000157404
CHEMBL1200976	ENSG00000131747
CHEMBL1117	ENSG00000131747
CHEMBL2018096	ENSG00000140675
CHEMBL4297356	ENSG00000196664
CHEMBL568	ENSG00000022355
CHEMBL568	ENSG00000145864
CHEMBL568	ENSG00000113327
CHEMBL568	ENSG00000166206
CHEMBL568	ENSG00000109158
CHEMBL568	ENSG00000182256
CHEMBL568	ENSG00000268089
CHEMBL568	ENSG00000011677
CHEMBL568	ENSG00000094755
CHEMBL568	ENSG00000187730
CHEMBL568	ENSG00000163285
CHEMBL568	ENSG00000163288
CHEMBL568	ENSG00000102287
CHEMBL568	ENSG00000151834
CHEMBL568	ENSG00000186297
CHEMBL568	ENSG00000145863
CHEMBL2109408	ENSG00000197766
CHEMBL3545155	ENSG00000113721
CHEMBL1574	ENSG00000103546
CHEMBL2104986	ENSG00000142319
CHEMBL184999	ENSG00000122420
CHEMBL2105233	ENSG00000002726
CHEMBL1489	ENSG00000119772
CHEMBL4297345	ENSG00000116329
CHEMBL561339	ENSG00000116329
CHEMBL2028852	ENSG00000168398
CHEMBL2028850	ENSG00000168398
CHEMBL1201782	ENSG00000115353
CHEMBL1199324	ENSG00000115353
CHEMBL3707326	ENSG00000118972
CHEMBL3137318	ENSG00000129484
CHEMBL3137320	ENSG00000129484
CHEMBL14762	ENSG00000170312
CHEMBL2105675	ENSG00000118271
CHEMBL2103837	ENSG00000118271
CHEMBL3544968	ENSG00000112062
CHEMBL3989833	ENSG00000149295
CHEMBL708	ENSG00000149295
CHEMBL3833368	ENSG00000143799
CHEMBL3833368	ENSG00000041880
CHEMBL3833368	ENSG00000129484
CHEMBL1173055	ENSG00000143799
CHEMBL1173055	ENSG00000041880
CHEMBL1173055	ENSG00000129484
CHEMBL1201891	ENSG00000113580
CHEMBL495727	ENSG00000105639
CHEMBL2108817	ENSG00000012124
CHEMBL3989873	ENSG00000282608
CHEMBL1200347	ENSG00000168539
CHEMBL1201232	ENSG00000168539
CHEMBL1578	ENSG00000133019
CHEMBL1186610	ENSG00000133019
CHEMBL1200983	ENSG00000167325
CHEMBL1200983	ENSG00000048392
CHEMBL1200983	ENSG00000171848
CHEMBL3542265	ENSG00000169083
CHEMBL2035187	ENSG00000122025
CHEMBL1201745	ENSG00000186951
CHEMBL981	ENSG00000186951
CHEMBL3182733	ENSG00000149295
CHEMBL3182733	ENSG00000151577
CHEMBL3182733	ENSG00000069696
CHEMBL301265	ENSG00000149295
CHEMBL301265	ENSG00000151577
CHEMBL301265	ENSG00000069696
CHEMBL454	ENSG00000022355
CHEMBL454	ENSG00000145864
CHEMBL454	ENSG00000113327
CHEMBL454	ENSG00000166206
CHEMBL454	ENSG00000109158
CHEMBL454	ENSG00000182256
CHEMBL454	ENSG00000268089
CHEMBL454	ENSG00000011677
CHEMBL454	ENSG00000094755
CHEMBL454	ENSG00000187730
CHEMBL454	ENSG00000163285
CHEMBL454	ENSG00000163288
CHEMBL454	ENSG00000102287
CHEMBL454	ENSG00000151834
CHEMBL454	ENSG00000186297
CHEMBL454	ENSG00000145863
CHEMBL4650272	ENSG00000105810
CHEMBL3894860	ENSG00000105810
CHEMBL2109623	ENSG00000138448
CHEMBL2109623	ENSG00000115221
CHEMBL3545351	ENSG00000176884
CHEMBL3545351	ENSG00000183454
CHEMBL3545351	ENSG00000273079
CHEMBL3545351	ENSG00000105464
CHEMBL3545351	ENSG00000116032
CHEMBL3545351	ENSG00000161509
CHEMBL3545351	ENSG00000198785
CHEMBL308148	ENSG00000075073
CHEMBL1980297	ENSG00000178999
CHEMBL1980297	ENSG00000105146
CHEMBL1980297	ENSG00000087586
CHEMBL1201150	ENSG00000179546
CHEMBL128	ENSG00000179546
CHEMBL3989844	ENSG00000142319
CHEMBL612	ENSG00000142319
CHEMBL3545002	ENSG00000141736
CHEMBL2146102	ENSG00000120907
CHEMBL2146102	ENSG00000150594
CHEMBL2146102	ENSG00000043591
CHEMBL2146102	ENSG00000169252
CHEMBL2146102	ENSG00000184160
CHEMBL2146102	ENSG00000171873
CHEMBL2146102	ENSG00000170214
CHEMBL2146102	ENSG00000274286
CHEMBL2146102	ENSG00000188778
CHEMBL211456	ENSG00000120907
CHEMBL211456	ENSG00000150594
CHEMBL211456	ENSG00000043591
CHEMBL211456	ENSG00000169252
CHEMBL211456	ENSG00000184160
CHEMBL211456	ENSG00000171873
CHEMBL211456	ENSG00000170214
CHEMBL211456	ENSG00000274286
CHEMBL211456	ENSG00000188778
CHEMBL1201733	ENSG00000157404
CHEMBL477772	ENSG00000157404
CHEMBL1643	ENSG00000106348
CHEMBL1200326	ENSG00000151067
CHEMBL1200326	ENSG00000081248
CHEMBL1200326	ENSG00000157388
CHEMBL1200326	ENSG00000102001
CHEMBL1484	ENSG00000151067
CHEMBL1484	ENSG00000081248
CHEMBL1484	ENSG00000157388
CHEMBL1484	ENSG00000102001
CHEMBL452	ENSG00000022355
CHEMBL452	ENSG00000145864
CHEMBL452	ENSG00000113327
CHEMBL452	ENSG00000166206
CHEMBL452	ENSG00000109158
CHEMBL452	ENSG00000182256
CHEMBL452	ENSG00000268089
CHEMBL452	ENSG00000011677
CHEMBL452	ENSG00000094755
CHEMBL452	ENSG00000187730
CHEMBL452	ENSG00000163285
CHEMBL452	ENSG00000163288
CHEMBL452	ENSG00000102287
CHEMBL452	ENSG00000151834
CHEMBL452	ENSG00000186297
CHEMBL452	ENSG00000145863
CHEMBL2311030	ENSG00000120907
CHEMBL2311030	ENSG00000150594
CHEMBL2311030	ENSG00000184160
CHEMBL2311030	ENSG00000171873
CHEMBL2311030	ENSG00000170214
CHEMBL2311030	ENSG00000274286
CHEMBL2364968	ENSG00000120907
CHEMBL2364968	ENSG00000150594
CHEMBL2364968	ENSG00000184160
CHEMBL2364968	ENSG00000171873
CHEMBL2364968	ENSG00000170214
CHEMBL2364968	ENSG00000274286
CHEMBL1947204	ENSG00000146648
CHEMBL4297839	ENSG00000010310
CHEMBL3989914	ENSG00000102755
CHEMBL3989914	ENSG00000037280
CHEMBL3989914	ENSG00000128052
CHEMBL1201047	ENSG00000112038
CHEMBL1201347	ENSG00000112038
CHEMBL1743012	ENSG00000145839
CHEMBL3899477	ENSG00000140443
CHEMBL2109283	ENSG00000171564
CHEMBL2109491	ENSG00000105388
CHEMBL3545001	ENSG00000100030
CHEMBL3545245	ENSG00000121879
CHEMBL503	ENSG00000113161
CHEMBL2108370	ENSG00000134460
CHEMBL522892	ENSG00000113721
CHEMBL522892	ENSG00000134853
CHEMBL1201150	ENSG00000135312
CHEMBL128	ENSG00000135312
CHEMBL1278146	ENSG00000157404
CHEMBL2107771	ENSG00000176884
CHEMBL2107771	ENSG00000183454
CHEMBL2107771	ENSG00000273079
CHEMBL2107771	ENSG00000105464
CHEMBL2107771	ENSG00000116032
CHEMBL2107771	ENSG00000161509
CHEMBL2107771	ENSG00000198785
CHEMBL2024517	ENSG00000151577
CHEMBL2028019	ENSG00000151577
CHEMBL2218893	ENSG00000169252
CHEMBL2111083	ENSG00000169252
CHEMBL2109367	ENSG00000134460
CHEMBL466659	ENSG00000061918
CHEMBL466659	ENSG00000123201
CHEMBL466659	ENSG00000152402
CHEMBL466659	ENSG00000164116
CHEMBL1200432	ENSG00000150594
CHEMBL1200432	ENSG00000184160
