drug	target
CHEMBL741	ENSG00000183873
CHEMBL741	ENSG00000007314
CHEMBL741	ENSG00000136546
CHEMBL741	ENSG00000136531
CHEMBL741	ENSG00000169432
CHEMBL741	ENSG00000153253
CHEMBL741	ENSG00000168356
CHEMBL741	ENSG00000196876
CHEMBL741	ENSG00000185313
CHEMBL3545295	ENSG00000132170
CHEMBL908	ENSG00000147246
CHEMBL2109357	ENSG00000140443
CHEMBL1442422	ENSG00000103546
CHEMBL1201643	ENSG00000171105
CHEMBL897	ENSG00000168065
CHEMBL2146110	ENSG00000178394
CHEMBL220808	ENSG00000178394
CHEMBL3989408	ENSG00000073756
CHEMBL3989408	ENSG00000095303
CHEMBL4069704	ENSG00000129167
CHEMBL2103852	ENSG00000188229
CHEMBL2103852	ENSG00000101162
CHEMBL2103852	ENSG00000198033
CHEMBL2103852	ENSG00000127824
CHEMBL2103852	ENSG00000258947
CHEMBL2103852	ENSG00000167552
CHEMBL2103852	ENSG00000104833
CHEMBL2103852	ENSG00000261456
CHEMBL2103852	ENSG00000196230
CHEMBL2103852	ENSG00000123416
CHEMBL2103852	ENSG00000167553
CHEMBL2103852	ENSG00000152086
CHEMBL2103852	ENSG00000137267
CHEMBL2103852	ENSG00000137285
CHEMBL2103852	ENSG00000176014
CHEMBL418995	ENSG00000149295
CHEMBL418995	ENSG00000184845
CHEMBL4297589	ENSG00000169313
CHEMBL4297578	ENSG00000113578
CHEMBL4297578	ENSG00000134962
CHEMBL1201486	ENSG00000144285
CHEMBL1201486	ENSG00000183873
CHEMBL1201486	ENSG00000007314
CHEMBL1201486	ENSG00000136546
CHEMBL1201486	ENSG00000136531
CHEMBL1201486	ENSG00000169432
CHEMBL1201486	ENSG00000153253
CHEMBL1201486	ENSG00000168356
CHEMBL1201486	ENSG00000196876
CHEMBL1201486	ENSG00000185313
CHEMBL3287218	ENSG00000121853
CHEMBL1697737	ENSG00000022355
CHEMBL1697737	ENSG00000145864
CHEMBL1697737	ENSG00000113327
CHEMBL1697737	ENSG00000166206
CHEMBL1697737	ENSG00000109158
CHEMBL1697737	ENSG00000182256
CHEMBL1697737	ENSG00000268089
CHEMBL1697737	ENSG00000011677
CHEMBL1697737	ENSG00000094755
CHEMBL1697737	ENSG00000187730
CHEMBL1697737	ENSG00000163285
CHEMBL1697737	ENSG00000163288
CHEMBL1697737	ENSG00000102287
CHEMBL1697737	ENSG00000151834
CHEMBL1697737	ENSG00000186297
CHEMBL1697737	ENSG00000145863
CHEMBL1200341	ENSG00000144285
CHEMBL1200341	ENSG00000183873
CHEMBL1200341	ENSG00000007314
CHEMBL1200341	ENSG00000136546
CHEMBL1200341	ENSG00000136531
CHEMBL1200341	ENSG00000169432
CHEMBL1200341	ENSG00000153253
CHEMBL1200341	ENSG00000168356
CHEMBL1200341	ENSG00000196876
CHEMBL1200341	ENSG00000185313
CHEMBL1201242	ENSG00000144285
CHEMBL1201242	ENSG00000183873
CHEMBL1201242	ENSG00000007314
CHEMBL1201242	ENSG00000136546
CHEMBL1201242	ENSG00000136531
CHEMBL1201242	ENSG00000169432
CHEMBL1201242	ENSG00000153253
CHEMBL1201242	ENSG00000168356
CHEMBL1201242	ENSG00000196876
CHEMBL1201242	ENSG00000185313
CHEMBL3545387	ENSG00000118432
CHEMBL501	ENSG00000103546
CHEMBL3120215	ENSG00000198793
CHEMBL3301574	ENSG00000177455
CHEMBL3545150	ENSG00000197122
CHEMBL2108041	ENSG00000156738
CHEMBL3301604	ENSG00000160013
CHEMBL3833330	ENSG00000145335
CHEMBL587723	ENSG00000141736
CHEMBL2105721	ENSG00000064012
CHEMBL2109309	ENSG00000197646
CHEMBL3989824	ENSG00000149295
CHEMBL3989805	ENSG00000179546
CHEMBL3185463	ENSG00000179546
CHEMBL4297573	ENSG00000167658
CHEMBL4475463	ENSG00000091831
CHEMBL2106217	ENSG00000179546
CHEMBL87493	ENSG00000179546
CHEMBL3545012	ENSG00000169432
CHEMBL3084748	ENSG00000181072
CHEMBL1888176	ENSG00000181072
CHEMBL4297504	ENSG00000111142
CHEMBL1200694	ENSG00000171303
CHEMBL1096380	ENSG00000188229
CHEMBL1096380	ENSG00000101162
CHEMBL1096380	ENSG00000198033
CHEMBL1096380	ENSG00000127824
CHEMBL1096380	ENSG00000258947
CHEMBL1096380	ENSG00000167552
CHEMBL1096380	ENSG00000104833
CHEMBL1096380	ENSG00000261456
CHEMBL1096380	ENSG00000196230
CHEMBL1096380	ENSG00000123416
CHEMBL1096380	ENSG00000167553
CHEMBL1096380	ENSG00000152086
CHEMBL1096380	ENSG00000137267
CHEMBL1096380	ENSG00000137285
CHEMBL1096380	ENSG00000176014
CHEMBL2109494	ENSG00000072274
CHEMBL2110581	ENSG00000164342
CHEMBL197672	ENSG00000196954
CHEMBL197672	ENSG00000132906
CHEMBL197672	ENSG00000164305
CHEMBL197672	ENSG00000137757
CHEMBL197672	ENSG00000138794
CHEMBL197672	ENSG00000165806
CHEMBL197672	ENSG00000064012
CHEMBL197672	ENSG00000137752
CHEMBL197672	ENSG00000106144
CHEMBL197672	ENSG00000003400
CHEMBL197672	ENSG00000105141
CHEMBL197672	ENSG00000204403
CHEMBL1200826	ENSG00000133731
CHEMBL4297787	ENSG00000134545
CHEMBL500	ENSG00000043591
CHEMBL2109391	ENSG00000150337
CHEMBL65375	ENSG00000025708
CHEMBL235668	ENSG00000025708
CHEMBL514201	ENSG00000112062
CHEMBL519504	ENSG00000132170
CHEMBL3301675	ENSG00000070019
CHEMBL1921847	ENSG00000082556
CHEMBL1418176	ENSG00000169083
CHEMBL1980391	ENSG00000087586
CHEMBL1201608	ENSG00000198851
CHEMBL1201608	ENSG00000160654
CHEMBL1201608	ENSG00000167286
CHEMBL3707280	ENSG00000107159
CHEMBL1700	ENSG00000055118
CHEMBL471	ENSG00000055118
CHEMBL3286830	ENSG00000171094
CHEMBL175247	ENSG00000175535
CHEMBL3301603	ENSG00000122025
CHEMBL3301622	ENSG00000122025
CHEMBL2029988	ENSG00000165731
CHEMBL4094894	ENSG00000022355
CHEMBL4094894	ENSG00000145864
CHEMBL4094894	ENSG00000113327
CHEMBL4094894	ENSG00000166206
CHEMBL4094894	ENSG00000109158
CHEMBL4094894	ENSG00000182256
CHEMBL4094894	ENSG00000268089
CHEMBL4094894	ENSG00000011677
CHEMBL4094894	ENSG00000094755
CHEMBL4094894	ENSG00000187730
CHEMBL4094894	ENSG00000163285
CHEMBL4094894	ENSG00000163288
CHEMBL4094894	ENSG00000102287
CHEMBL4094894	ENSG00000151834
CHEMBL4094894	ENSG00000186297
CHEMBL4094894	ENSG00000145863
CHEMBL32800	ENSG00000169252
CHEMBL419213	ENSG00000159640
CHEMBL1237	ENSG00000159640
CHEMBL1201644	ENSG00000171105
CHEMBL4297839	ENSG00000112164
CHEMBL522302	ENSG00000115353
CHEMBL4112930	ENSG00000129484
CHEMBL2108708	ENSG00000215182
CHEMBL2108185	ENSG00000170820
CHEMBL4297876	ENSG00000163599
CHEMBL1257	ENSG00000186795
CHEMBL1200436	ENSG00000169083
CHEMBL603469	ENSG00000096968
CHEMBL1700	ENSG00000169252
CHEMBL471	ENSG00000169252
CHEMBL3545330	ENSG00000121966
CHEMBL3989937	ENSG00000105976
CHEMBL3188267	ENSG00000105976
CHEMBL3716057	ENSG00000109991
CHEMBL4298211	ENSG00000125730
CHEMBL2107846	ENSG00000120889
CHEMBL160	ENSG00000196262
CHEMBL112	ENSG00000196689
CHEMBL3545381	ENSG00000148053
CHEMBL3545164	ENSG00000168959
CHEMBL3644587	ENSG00000143799
CHEMBL3218576	ENSG00000121879
CHEMBL4297797	ENSG00000138684
CHEMBL3359265	ENSG00000278540
CHEMBL3359265	ENSG00000076555
CHEMBL1200515	ENSG00000165646
CHEMBL4650514	ENSG00000104870
CHEMBL93	ENSG00000012779
CHEMBL1567328	ENSG00000105675
CHEMBL1567328	ENSG00000186009
CHEMBL1689	ENSG00000196639
CHEMBL770	ENSG00000196639
CHEMBL1201577	ENSG00000146648
CHEMBL2108290	ENSG00000187266
CHEMBL4297736	ENSG00000170017
CHEMBL1201533	ENSG00000165409
CHEMBL3301622	ENSG00000167601
CHEMBL124660	ENSG00000113721
CHEMBL1201068	ENSG00000196639
CHEMBL1201210	ENSG00000196639
CHEMBL1088752	ENSG00000185386
CHEMBL1200483	ENSG00000142319
CHEMBL1201208	ENSG00000142319
CHEMBL2093999	ENSG00000174437
CHEMBL2019090	ENSG00000188822
CHEMBL1466	ENSG00000167397
CHEMBL2109288	ENSG00000188229
CHEMBL2109288	ENSG00000101162
CHEMBL2109288	ENSG00000198033
CHEMBL2109288	ENSG00000127824
CHEMBL2109288	ENSG00000258947
CHEMBL2109288	ENSG00000167552
CHEMBL2109288	ENSG00000104833
CHEMBL2109288	ENSG00000261456
CHEMBL2109288	ENSG00000196230
CHEMBL2109288	ENSG00000123416
CHEMBL2109288	ENSG00000167553
CHEMBL2109288	ENSG00000152086
CHEMBL2109288	ENSG00000137267
CHEMBL2109288	ENSG00000137285
CHEMBL2109288	ENSG00000176014
CHEMBL266510	ENSG00000117013
CHEMBL1200732	ENSG00000113580
CHEMBL4298098	ENSG00000105388
CHEMBL2103864	ENSG00000163464
CHEMBL1201835	ENSG00000168811
CHEMBL1201102	ENSG00000149295
CHEMBL570	ENSG00000149295
CHEMBL2104386	ENSG00000159899
CHEMBL2104386	ENSG00000169418
CHEMBL2104386	ENSG00000113389
CHEMBL220360	ENSG00000118432
CHEMBL3581647	ENSG00000204256
CHEMBL3581647	ENSG00000141867
CHEMBL3581647	ENSG00000137948
CHEMBL3581647	ENSG00000169925
CHEMBL4297743	ENSG00000182175
CHEMBL744	ENSG00000144285
CHEMBL744	ENSG00000183873
CHEMBL744	ENSG00000007314
CHEMBL744	ENSG00000136546
CHEMBL744	ENSG00000136531
CHEMBL744	ENSG00000169432
CHEMBL744	ENSG00000153253
CHEMBL744	ENSG00000168356
CHEMBL744	ENSG00000196876
CHEMBL744	ENSG00000185313
CHEMBL3989562	ENSG00000120907
CHEMBL3989562	ENSG00000171873
CHEMBL3989562	ENSG00000170214
CHEMBL611	ENSG00000120907
CHEMBL611	ENSG00000171873
CHEMBL611	ENSG00000170214
CHEMBL2109092	ENSG00000187266
CHEMBL4594311	ENSG00000244734
CHEMBL4297644	ENSG00000097046
CHEMBL2109455	ENSG00000211891
CHEMBL4297993	ENSG00000239732
CHEMBL2021430	ENSG00000113580
CHEMBL1201302	ENSG00000113580
CHEMBL3545085	ENSG00000140443
CHEMBL3545212	ENSG00000105976
CHEMBL375611	ENSG00000198822
CHEMBL2103796	ENSG00000131747
CHEMBL2103796	ENSG00000077097
CHEMBL2110580	ENSG00000131747
CHEMBL2110580	ENSG00000077097
CHEMBL2107383	ENSG00000055118
CHEMBL2111112	ENSG00000055118
CHEMBL2108589	ENSG00000136244
CHEMBL4297300	ENSG00000011485
CHEMBL2360580	ENSG00000196639
CHEMBL1201271	ENSG00000196639
CHEMBL1509	ENSG00000082175
CHEMBL4297883	ENSG00000186827
CHEMBL3301589	ENSG00000143217
CHEMBL1743067	ENSG00000091972
CHEMBL1201027	ENSG00000133019
CHEMBL1201335	ENSG00000133019
CHEMBL2105732	ENSG00000103546
CHEMBL99946	ENSG00000103546
CHEMBL2109389	ENSG00000203747
CHEMBL4297182	ENSG00000198400
CHEMBL2103836	ENSG00000196557
CHEMBL2103836	ENSG00000153956
CHEMBL2103836	ENSG00000151067
CHEMBL2103836	ENSG00000157445
CHEMBL2103836	ENSG00000081248
CHEMBL2103836	ENSG00000007402
CHEMBL2103836	ENSG00000157388
CHEMBL2103836	ENSG00000141837
CHEMBL2103836	ENSG00000148408
CHEMBL2103836	ENSG00000006283
CHEMBL2103836	ENSG00000151062
CHEMBL2103836	ENSG00000100346
CHEMBL2103836	ENSG00000102001
CHEMBL2103836	ENSG00000198216
CHEMBL2103836	ENSG00000182389
CHEMBL2103836	ENSG00000165995
CHEMBL2103836	ENSG00000067191
CHEMBL2103836	ENSG00000167535
CHEMBL2103836	ENSG00000105605
CHEMBL2103836	ENSG00000075429
CHEMBL2103836	ENSG00000166862
CHEMBL2103836	ENSG00000075461
CHEMBL2103836	ENSG00000142408
CHEMBL2103836	ENSG00000006116
CHEMBL2103836	ENSG00000130433
CHEMBL2103836	ENSG00000108878
CHEMBL2107773	ENSG00000188778
CHEMBL2109582	ENSG00000041982
CHEMBL2364628	ENSG00000094631
CHEMBL2109342	ENSG00000160791
CHEMBL4297857	ENSG00000128271
CHEMBL1645462	ENSG00000141736
CHEMBL710	ENSG00000277893
CHEMBL3545012	ENSG00000185313
CHEMBL2109128	ENSG00000119535
CHEMBL2158685	ENSG00000063176
CHEMBL1671	ENSG00000169252
CHEMBL27	ENSG00000169252
CHEMBL68117	ENSG00000131747
CHEMBL68117	ENSG00000077097
CHEMBL4297863	ENSG00000112115
CHEMBL783	ENSG00000187486
CHEMBL783	ENSG00000006071
CHEMBL1742996	ENSG00000177663
CHEMBL2219425	ENSG00000149295
CHEMBL3900554	ENSG00000010671
CHEMBL3707249	ENSG00000181072
CHEMBL298734	ENSG00000168522
CHEMBL298734	ENSG00000257365
CHEMBL3833329	ENSG00000064989
CHEMBL586701	ENSG00000145675
CHEMBL586701	ENSG00000051382
CHEMBL586701	ENSG00000105851
CHEMBL586701	ENSG00000121879
CHEMBL586701	ENSG00000105647
CHEMBL586701	ENSG00000171608
CHEMBL586701	ENSG00000141506
CHEMBL586701	ENSG00000117461
CHEMBL4297621	ENSG00000036828
CHEMBL1200798	ENSG00000102468
CHEMBL621	ENSG00000102468
CHEMBL4297525	ENSG00000121853
CHEMBL4298213	ENSG00000215644
CHEMBL181	ENSG00000121361
CHEMBL569713	ENSG00000168539
CHEMBL208427	ENSG00000188778
CHEMBL1201476	ENSG00000117601
CHEMBL2108489	ENSG00000010610
CHEMBL1200791	ENSG00000120907
CHEMBL1200791	ENSG00000150594
CHEMBL1200791	ENSG00000184160
CHEMBL1200791	ENSG00000171873
CHEMBL1200791	ENSG00000170214
CHEMBL1200791	ENSG00000274286
CHEMBL762	ENSG00000120907
CHEMBL762	ENSG00000150594
CHEMBL762	ENSG00000184160
CHEMBL762	ENSG00000171873
CHEMBL762	ENSG00000170214
CHEMBL762	ENSG00000274286
CHEMBL2180604	ENSG00000113721
CHEMBL2180604	ENSG00000134853
CHEMBL2108738	ENSG00000188389
CHEMBL1743032	ENSG00000138448
CHEMBL1743032	ENSG00000082781
CHEMBL3545097	ENSG00000198793
CHEMBL1230065	ENSG00000112062
CHEMBL1201063	ENSG00000144285
CHEMBL1201063	ENSG00000183873
CHEMBL1201063	ENSG00000007314
CHEMBL1201063	ENSG00000136546
CHEMBL1201063	ENSG00000136531
CHEMBL1201063	ENSG00000169432
CHEMBL1201063	ENSG00000153253
CHEMBL1201063	ENSG00000168356
CHEMBL1201063	ENSG00000196876
CHEMBL1201063	ENSG00000185313
CHEMBL631	ENSG00000144285
CHEMBL631	ENSG00000183873
CHEMBL631	ENSG00000007314
CHEMBL631	ENSG00000136546
CHEMBL631	ENSG00000136531
CHEMBL631	ENSG00000169432
CHEMBL631	ENSG00000153253
CHEMBL631	ENSG00000168356
CHEMBL631	ENSG00000196876
CHEMBL631	ENSG00000185313
CHEMBL19	ENSG00000168748
CHEMBL3545357	ENSG00000143365
CHEMBL1739	ENSG00000138435
CHEMBL1739	ENSG00000196811
CHEMBL1739	ENSG00000170175
CHEMBL1739	ENSG00000135902
CHEMBL1739	ENSG00000108556
CHEMBL1259	ENSG00000138435
CHEMBL1259	ENSG00000196811
CHEMBL1259	ENSG00000170175
CHEMBL1259	ENSG00000135902
CHEMBL1259	ENSG00000108556
CHEMBL898	ENSG00000073756
CHEMBL898	ENSG00000095303
CHEMBL2105659	ENSG00000127472
CHEMBL1133	ENSG00000133019
CHEMBL1231	ENSG00000133019
CHEMBL1201564	ENSG00000159128
CHEMBL1201564	ENSG00000027697
CHEMBL1256	ENSG00000169427
CHEMBL4297323	ENSG00000181104
CHEMBL1200606	ENSG00000144285
CHEMBL1200606	ENSG00000183873
CHEMBL1200606	ENSG00000007314
CHEMBL1200606	ENSG00000136546
CHEMBL1200606	ENSG00000136531
CHEMBL1200606	ENSG00000169432
CHEMBL1200606	ENSG00000153253
CHEMBL1200606	ENSG00000168356
CHEMBL1200606	ENSG00000196876
CHEMBL1200606	ENSG00000185313
CHEMBL558	ENSG00000144285
CHEMBL558	ENSG00000183873
CHEMBL558	ENSG00000007314
CHEMBL558	ENSG00000136546
CHEMBL558	ENSG00000136531
CHEMBL558	ENSG00000169432
CHEMBL558	ENSG00000153253
CHEMBL558	ENSG00000168356
CHEMBL558	ENSG00000196876
CHEMBL558	ENSG00000185313
CHEMBL3545191	ENSG00000132855
CHEMBL1201546	ENSG00000171105
CHEMBL3545217	ENSG00000096968
CHEMBL3545271	ENSG00000128271
CHEMBL3984441	ENSG00000105976
CHEMBL4297522	ENSG00000068078
CHEMBL56337	ENSG00000085662
CHEMBL1094636	ENSG00000129484
CHEMBL4297583	ENSG00000105675
CHEMBL4297583	ENSG00000186009
CHEMBL1200703	ENSG00000022355
CHEMBL1200703	ENSG00000145864
CHEMBL1200703	ENSG00000113327
CHEMBL1200703	ENSG00000166206
CHEMBL1200703	ENSG00000109158
CHEMBL1200703	ENSG00000182256
CHEMBL1200703	ENSG00000268089
CHEMBL1200703	ENSG00000011677
CHEMBL1200703	ENSG00000094755
CHEMBL1200703	ENSG00000187730
CHEMBL1200703	ENSG00000163285
CHEMBL1200703	ENSG00000163288
CHEMBL1200703	ENSG00000102287
CHEMBL1200703	ENSG00000151834
CHEMBL1200703	ENSG00000186297
CHEMBL1200703	ENSG00000145863
CHEMBL1518	ENSG00000115705
CHEMBL4298089	ENSG00000147257
CHEMBL1743089	ENSG00000099250
CHEMBL2109249	ENSG00000160223
CHEMBL1200950	ENSG00000133019
CHEMBL620	ENSG00000133019
CHEMBL3989820	ENSG00000022355
CHEMBL3989820	ENSG00000113327
CHEMBL3989820	ENSG00000163288
CHEMBL911	ENSG00000022355
CHEMBL911	ENSG00000113327
CHEMBL911	ENSG00000163288
CHEMBL1980297	ENSG00000010810
CHEMBL1980297	ENSG00000197122
CHEMBL1980297	ENSG00000182866
CHEMBL1980297	ENSG00000176105
CHEMBL1980297	ENSG00000136573
CHEMBL1980297	ENSG00000101336
CHEMBL1980297	ENSG00000254087
CHEMBL1980297	ENSG00000111816
CHEMBL1980297	ENSG00000000938
CHEMBL1980297	ENSG00000125508
CHEMBL1200671	ENSG00000109163
CHEMBL1201309	ENSG00000109163
CHEMBL1257040	ENSG00000149295
CHEMBL1257040	ENSG00000151577
CHEMBL1257040	ENSG00000069696
CHEMBL422	ENSG00000149295
CHEMBL422	ENSG00000151577
CHEMBL422	ENSG00000069696
CHEMBL4297556	ENSG00000141736
CHEMBL4297556	ENSG00000065361
CHEMBL1768	ENSG00000181072
CHEMBL1482	ENSG00000181072
CHEMBL4297558	ENSG00000012124
CHEMBL3545111	ENSG00000141736
CHEMBL1743016	ENSG00000110195
CHEMBL1908373	ENSG00000082175
CHEMBL2108569	ENSG00000171105
CHEMBL2109467	ENSG00000164136
CHEMBL139835	ENSG00000082175
CHEMBL3989559	ENSG00000105675
CHEMBL3989559	ENSG00000186009
CHEMBL1502	ENSG00000105675
CHEMBL1502	ENSG00000186009
CHEMBL278623	ENSG00000121853
CHEMBL4297596	ENSG00000092009
CHEMBL2103825	ENSG00000182333
CHEMBL3187812	ENSG00000159640
CHEMBL2108581	ENSG00000119888
CHEMBL2364629	ENSG00000064989
CHEMBL2178422	ENSG00000064989
CHEMBL3304244	ENSG00000125510
CHEMBL443684	ENSG00000258643
CHEMBL443684	ENSG00000129473
CHEMBL1370561	ENSG00000065989
CHEMBL1370561	ENSG00000113448
CHEMBL1370561	ENSG00000184588
CHEMBL1370561	ENSG00000105650
CHEMBL3707313	ENSG00000172819
CHEMBL1088751	ENSG00000112062
CHEMBL3545050	ENSG00000128052
CHEMBL4594547	ENSG00000242950
CHEMBL1200880	ENSG00000168539
CHEMBL1201340	ENSG00000168539
CHEMBL4594310	ENSG00000104870
CHEMBL119549	ENSG00000156113
CHEMBL2109459	ENSG00000125538
CHEMBL1614652	ENSG00000178394
CHEMBL1743029	ENSG00000010610
CHEMBL3545078	ENSG00000178999
CHEMBL3833346	ENSG00000142168
CHEMBL4594518	ENSG00000125538
CHEMBL3545133	ENSG00000254087
CHEMBL3545195	ENSG00000078061
CHEMBL4298088	ENSG00000146648
CHEMBL1201023	ENSG00000144285
CHEMBL1201023	ENSG00000183873
CHEMBL1201023	ENSG00000007314
CHEMBL1201023	ENSG00000136546
CHEMBL1201023	ENSG00000136531
CHEMBL1201023	ENSG00000169432
CHEMBL1201023	ENSG00000153253
CHEMBL1201023	ENSG00000168356
CHEMBL1201023	ENSG00000196876
CHEMBL1201023	ENSG00000185313
CHEMBL900	ENSG00000144285
CHEMBL900	ENSG00000183873
CHEMBL900	ENSG00000007314
CHEMBL900	ENSG00000136546
CHEMBL900	ENSG00000136531
CHEMBL900	ENSG00000169432
CHEMBL900	ENSG00000153253
CHEMBL900	ENSG00000168356
CHEMBL900	ENSG00000196876
CHEMBL900	ENSG00000185313
CHEMBL564829	ENSG00000198400
CHEMBL2105760	ENSG00000102468
CHEMBL1200521	ENSG00000135312
CHEMBL1505	ENSG00000135312
CHEMBL1315867	ENSG00000169252
CHEMBL1760	ENSG00000169252
CHEMBL3545047	ENSG00000025434
CHEMBL1201754	ENSG00000144285
CHEMBL1201754	ENSG00000183873
CHEMBL1201754	ENSG00000007314
CHEMBL1201754	ENSG00000136546
CHEMBL1201754	ENSG00000136531
CHEMBL1201754	ENSG00000169432
CHEMBL1201754	ENSG00000153253
CHEMBL1201754	ENSG00000168356
CHEMBL1201754	ENSG00000196876
CHEMBL1201754	ENSG00000185313
CHEMBL2109308	ENSG00000177455
CHEMBL3545250	ENSG00000171608
CHEMBL3545427	ENSG00000122025
CHEMBL1371200	ENSG00000151623
CHEMBL1616951	ENSG00000151623
CHEMBL796	ENSG00000103546
CHEMBL522038	ENSG00000180210
CHEMBL3833353	ENSG00000131477
CHEMBL2103758	ENSG00000131477
CHEMBL2111290	ENSG00000106128
CHEMBL1237026	ENSG00000106128
CHEMBL361812	ENSG00000183134
CHEMBL2109664	ENSG00000169245
CHEMBL1237102	ENSG00000196639
CHEMBL1615438	ENSG00000196639
CHEMBL2016681	ENSG00000164129
CHEMBL3182621	ENSG00000169032
CHEMBL3545133	ENSG00000178568
CHEMBL4594402	ENSG00000082556
CHEMBL3039515	ENSG00000125255
CHEMBL4297721	ENSG00000101017
CHEMBL3545328	ENSG00000096968
CHEMBL1090089	ENSG00000112062
CHEMBL3039502	ENSG00000171608
CHEMBL278703	ENSG00000140009
CHEMBL243712	ENSG00000149295
CHEMBL243712	ENSG00000151577
CHEMBL1946170	ENSG00000185386
CHEMBL276711	ENSG00000102755
CHEMBL276711	ENSG00000037280
CHEMBL276711	ENSG00000128052
CHEMBL1201192	ENSG00000142319
CHEMBL4091374	ENSG00000132170
CHEMBL4091374	ENSG00000186951
CHEMBL4091374	ENSG00000112033
CHEMBL2109587	ENSG00000232810
CHEMBL3545168	ENSG00000104365
CHEMBL3989830	ENSG00000108576
CHEMBL3989830	ENSG00000142319
CHEMBL3989830	ENSG00000103546
CHEMBL1419	ENSG00000108576
CHEMBL1419	ENSG00000142319
CHEMBL1419	ENSG00000103546
CHEMBL1231124	ENSG00000096968
CHEMBL1200485	ENSG00000122025
CHEMBL1336	ENSG00000122025
CHEMBL3545296	ENSG00000157764
CHEMBL518924	ENSG00000121966
CHEMBL2109457	ENSG00000211891
CHEMBL3545393	ENSG00000151623
CHEMBL3545381	ENSG00000140538
CHEMBL1201130	ENSG00000145692
CHEMBL1201130	ENSG00000132840
CHEMBL95889	ENSG00000145692
CHEMBL95889	ENSG00000132840
CHEMBL1134	ENSG00000138435
CHEMBL1134	ENSG00000196811
CHEMBL1134	ENSG00000170175
CHEMBL1134	ENSG00000135902
CHEMBL1134	ENSG00000108556
CHEMBL1190	ENSG00000138435
CHEMBL1190	ENSG00000196811
CHEMBL1190	ENSG00000170175
CHEMBL1190	ENSG00000135902
CHEMBL1190	ENSG00000108556
CHEMBL701	ENSG00000204681
CHEMBL701	ENSG00000136928
CHEMBL1200440	ENSG00000144285
CHEMBL1200440	ENSG00000183873
CHEMBL1200440	ENSG00000007314
CHEMBL1200440	ENSG00000136546
CHEMBL1200440	ENSG00000136531
CHEMBL1200440	ENSG00000169432
CHEMBL1200440	ENSG00000153253
CHEMBL1200440	ENSG00000168356
CHEMBL1200440	ENSG00000196876
CHEMBL1200440	ENSG00000185313
CHEMBL1087	ENSG00000144285
CHEMBL1087	ENSG00000183873
CHEMBL1087	ENSG00000007314
CHEMBL1087	ENSG00000136546
CHEMBL1087	ENSG00000136531
CHEMBL1087	ENSG00000169432
CHEMBL1087	ENSG00000153253
CHEMBL1087	ENSG00000168356
CHEMBL1087	ENSG00000196876
CHEMBL1087	ENSG00000185313
CHEMBL4297700	ENSG00000112115
CHEMBL406381	ENSG00000102755
CHEMBL406381	ENSG00000037280
CHEMBL406381	ENSG00000128052
CHEMBL108	ENSG00000144285
CHEMBL108	ENSG00000183873
CHEMBL108	ENSG00000007314
CHEMBL108	ENSG00000136546
CHEMBL108	ENSG00000136531
CHEMBL108	ENSG00000169432
CHEMBL108	ENSG00000153253
CHEMBL108	ENSG00000168356
CHEMBL108	ENSG00000196876
CHEMBL108	ENSG00000185313
CHEMBL270995	ENSG00000102755
CHEMBL270995	ENSG00000037280
CHEMBL270995	ENSG00000128052
CHEMBL193	ENSG00000151067
CHEMBL193	ENSG00000081248
CHEMBL193	ENSG00000157388
CHEMBL193	ENSG00000102001
CHEMBL1256818	ENSG00000183454
CHEMBL52440	ENSG00000183454
CHEMBL278819	ENSG00000189221
CHEMBL1200511	ENSG00000109163
CHEMBL1007	ENSG00000109163
CHEMBL2010872	ENSG00000102755
CHEMBL2010872	ENSG00000037280
CHEMBL2010872	ENSG00000128052
CHEMBL3545381	ENSG00000198400
CHEMBL1434513	ENSG00000120907
CHEMBL1434513	ENSG00000150594
CHEMBL1434513	ENSG00000043591
CHEMBL1434513	ENSG00000169252
CHEMBL1434513	ENSG00000184160
CHEMBL1434513	ENSG00000171873
CHEMBL1434513	ENSG00000170214
CHEMBL1434513	ENSG00000274286
CHEMBL1434513	ENSG00000188778
CHEMBL1437	ENSG00000120907
CHEMBL1437	ENSG00000150594
CHEMBL1437	ENSG00000043591
CHEMBL1437	ENSG00000169252
CHEMBL1437	ENSG00000184160
CHEMBL1437	ENSG00000171873
CHEMBL1437	ENSG00000170214
CHEMBL1437	ENSG00000274286
CHEMBL1437	ENSG00000188778
CHEMBL4297631	ENSG00000101916
CHEMBL1278146	ENSG00000037280
CHEMBL1354199	ENSG00000133019
CHEMBL376897	ENSG00000133019
CHEMBL526	ENSG00000022355
CHEMBL526	ENSG00000145864
CHEMBL526	ENSG00000113327
CHEMBL526	ENSG00000166206
CHEMBL526	ENSG00000109158
CHEMBL526	ENSG00000182256
CHEMBL526	ENSG00000268089
CHEMBL526	ENSG00000011677
CHEMBL526	ENSG00000094755
CHEMBL526	ENSG00000187730
CHEMBL526	ENSG00000163285
CHEMBL526	ENSG00000163288
CHEMBL526	ENSG00000102287
CHEMBL526	ENSG00000151834
CHEMBL526	ENSG00000186297
CHEMBL526	ENSG00000145863
CHEMBL2108380	ENSG00000151892
CHEMBL1254025	ENSG00000180914
CHEMBL4650365	ENSG00000091831
CHEMBL1200903	ENSG00000022355
CHEMBL1200903	ENSG00000145864
CHEMBL1200903	ENSG00000113327
CHEMBL1200903	ENSG00000166206
CHEMBL1200903	ENSG00000109158
